8	29	31	40	41	89	97	118	170	195
29	30	97	102	103	117	118	156	170	195
8	29	89	102	117	118	120	170	182	195
22	29	68	89	102	117	118	170	182	195
29	68	102	117	118	170	174	182	193	195
29	36	102	117	118	170	174	180	182	195
29	30	89	102	117	118	120	170	182	195
29	41	89	102	117	118	170	180	182	195
8	22	29	97	102	117	118	156	170	195
29	89	102	109	117	118	120	170	182	195
28	29	68	89	102	117	118	170	195	200
29	85	102	117	118	152	156	170	183	195
31	35	40	89	107	118	170	183	184	195
29	31	40	41	89	97	118	143	170	195
29	102	117	118	156	170	182	183	195	200
29	97	102	103	109	117	118	156	170	195
29	76	85	102	117	118	170	174	182	195
29	31	97	102	103	117	118	156	170	195
29	41	102	117	118	170	174	182	193	195
7	22	29	102	117	118	156	170	183	195
26	29	31	40	41	89	97	118	170	195
29	31	40	41	89	97	102	118	170	195
29	68	102	117	118	120	170	174	182	195
29	102	117	118	170	174	182	183	185	195
0	28	29	40	102	117	118	170	183	195
29	97	102	109	117	118	156	158	170	195
29	68	76	102	117	118	170	174	182	195
22	29	68	89	102	117	118	170	190	195
29	31	89	97	102	117	118	120	170	195
22	29	41	85	89	97	102	118	170	195
6	29	31	40	41	89	97	118	170	195
29	81	102	104	117	118	170	182	183	195
22	29	41	89	102	117	118	170	182	195
29	102	104	117	118	156	170	182	183	195
29	31	68	83	97	102	117	118	170	195
29	41	102	117	118	156	170	182	183	195
21	29	31	40	41	89	97	118	170	195
22	29	30	102	117	118	156	170	183	195
29	31	40	41	89	97	109	118	170	195
29	31	40	41	89	97	115	118	170	195
29	31	40	41	89	97	118	170	195	200
29	31	35	68	89	102	117	118	170	195
22	29	97	102	109	117	118	156	170	195
29	85	101	102	117	118	170	174	182	195
29	31	41	68	89	107	118	170	180	195
29	81	102	117	118	152	170	182	183	195
8	29	97	102	103	117	118	156	170	195
22	29	85	102	117	118	156	170	174	195
29	41	102	117	118	170	174	182	195	203
35	40	85	89	107	118	170	183	184	195
7	29	31	40	41	89	97	118	170	195
29	68	89	102	117	118	143	170	175	195
29	41	97	102	103	117	118	156	170	195
29	97	102	117	118	170	174	182	185	195
22	29	85	102	117	118	170	174	182	195
29	89	102	104	117	118	120	170	182	195
29	41	101	102	117	118	170	174	182	195
29	35	68	89	102	117	118	170	182	195
28	29	68	76	89	102	117	118	170	195
29	40	85	89	97	102	118	170	184	195
29	81	102	103	117	118	170	182	183	195
29	31	40	41	89	97	104	118	170	195
7	22	29	97	102	117	118	156	170	195
22	29	41	89	97	102	117	118	170	195
29	68	101	102	117	118	170	174	182	195
29	41	102	117	118	120	170	174	182	195
0	29	35	40	102	117	118	170	182	195
29	31	68	97	102	117	118	170	174	195
29	35	68	102	117	118	170	174	182	195
29	68	89	102	117	118	170	182	195	197
31	40	85	89	107	118	170	183	184	195
28	29	68	89	97	102	117	118	170	195
29	89	102	117	118	120	170	180	182	195
29	31	41	68	89	107	118	170	195	200
31	40	89	102	107	118	170	183	184	195
25	29	31	40	41	89	97	118	170	195
28	29	68	89	102	117	118	120	170	195
29	85	102	117	118	120	170	174	182	195
8	22	89	107	118	120	170	183	184	195
29	77	85	97	102	117	118	170	174	195
29	85	97	102	107	117	118	170	174	195
22	29	41	102	117	118	156	170	183	195
29	66	68	97	102	117	118	143	170	195
29	102	103	117	118	156	170	182	183	195
22	89	107	109	118	120	170	183	184	195
29	31	41	68	89	103	107	118	170	195
6	29	89	102	117	118	120	170	182	195
29	31	40	41	89	97	112	118	170	195
22	29	102	109	117	118	156	170	183	195
22	41	89	107	109	118	170	183	184	195
28	29	40	97	102	117	118	156	170	195
26	29	31	97	102	117	118	156	170	195
29	31	40	41	77	89	97	118	170	195
29	85	89	102	117	118	120	170	182	195
28	29	68	89	102	117	118	170	183	195
24	29	102	117	118	170	174	182	185	195
29	77	81	102	117	118	170	182	183	195
40	85	89	107	118	120	170	183	184	195
29	68	89	97	102	117	118	143	170	195
29	85	89	97	102	117	118	120	170	195
6	29	102	117	118	156	170	182	183	195
29	68	76	89	102	117	118	170	182	195
7	22	89	107	118	120	170	183	184	195
22	29	31	97	102	117	118	156	170	195
29	102	117	118	170	174	180	182	185	195
29	35	85	102	117	118	170	174	182	195
29	41	102	117	118	170	174	180	182	195
29	68	89	102	117	118	170	182	193	195
8	22	29	102	117	118	156	170	183	195
29	31	40	41	89	97	103	118	170	195
29	31	97	102	117	118	120	156	170	195
22	29	30	97	102	117	118	156	170	195
22	29	77	85	102	117	118	170	174	195
29	31	40	66	97	102	117	118	170	195
7	29	97	102	103	117	118	156	170	195
22	29	41	97	102	117	118	156	170	195
29	89	102	112	117	118	120	170	182	195
22	29	41	102	117	118	170	174	182	195
29	41	76	89	102	117	118	170	182	195
29	31	40	97	102	117	118	156	170	195
12	29	31	68	97	102	117	118	170	195
29	68	102	117	118	170	174	182	195	197
29	31	40	41	89	97	118	170	183	195
29	41	102	117	118	170	174	182	195	197
29	30	31	40	41	89	97	118	170	195
29	85	102	117	118	170	174	182	193	195
29	31	41	68	89	118	170	175	184	195
